title,accuracy,entity_accuracy,predictions,targets
Projekt zur Umgestaltung des Hausgartens von Herrn Dir. G. Sieber-Van Oordt Balsthal,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Umgestaltung"", LOC, (12,24)), Entity(""Hausgartens"", LOC, (29,40)), Entity(""Dir."", LOC, (51,55)), Entity(""G."", LOC, (56,58)), Entity(""Sieber-Van"", LOC, (59,69))]","[Entity(""Herrn Dir. G. Sieber-Van Oordt"", PER, (45,75)), Entity(""Balsthal"", LOC, (76,84))]"
Landhausgarten des Herrn v. Mehrhart Feldmeilen; Profile,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Landhausgarten"", LOC, (0,14)), Entity(""des"", PER, (15,18)), Entity(""v."", PER, (25,27))]","[Entity(""Herrn v. Mehrhart"", PER, (19,36)), Entity(""Feldmeilen"", LOC, (37,47))]"
ohne,0.0,{'PER': 0.0},"[Entity(""ohne"", PER, (0,4))]",[]
Schulhausanlage Heslibach Küsnacht,0.0,{'LOC': 0.0},[],"[Entity(""Küsnacht"", LOC, (26,34))]"
Geschäftshaus Claridenhof Zürich; Ber. Projekt für die Gestaltung des Innenhofes,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Ber."", LOC, (34,38)), Entity(""die"", PER, (51,54)), Entity(""Gestaltung"", LOC, (55,65)), Entity(""des"", PER, (66,69))]","[Entity(""Zürich"", LOC, (26,32))]"
o.T. im Plankopf: Anlage Kirchenweg,0.0,{'PER': 0.0},"[Entity(""o.T."", PER, (0,4)), Entity(""im"", PER, (5,7))]",[]
Projekt zur Gestaltung des Gartens von Herrn Max de Coulon-Buess Sissach,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Gestaltung"", LOC, (12,22)), Entity(""Gartens"", LOC, (27,34)), Entity(""Herrn"", LOC, (39,44)), Entity(""Max"", LOC, (45,48)), Entity(""Coulon-Buess"", LOC, (52,64))]","[Entity(""Herrn Max de Coulon-Buess"", PER, (39,64)), Entity(""Sissach"", LOC, (65,72))]"
Park Situationsplan,,{},[],[]
Übersicht-Skizze Klausstud/ Zch-Horn/ Casino,,{},[],[]
Neuer Friedhof Baden; Gestaltung der Waldpartie,0.0,{'LOC': 0.0},[],"[Entity(""Baden"", LOC, (15,20))]"
Umänderung der Schmuckanlage der Genossenschaft „Freiblick „ Stüssistrasse -Ilanzstrasse Zürich,0.0,{'LOC': 0.0},"[Entity(""„Freiblick"", LOC, (48,58))]","[Entity(""Ilanzstrasse Zürich"", LOC, (76,95))]"
Sportanlage Zürichhorn,0.0,{'LOC': 0.0},[],"[Entity(""Zürichhorn"", LOC, (12,22))]"
"Gemeinnützige Baugenossenschaft Schollenholz Bruggen St. Gallen, Wohnkolonie Haggenhalde Typ M3/4 Haus 7, 8; Garagen, Trafostat.; Projekt zur Gestaltung der Umgebung",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Gemeinnützige"", LOC, (0,13)), Entity(""Schollenholz"", LOC, (32,44)), Entity(""Bruggen"", LOC, (45,52)), Entity(""Gallen,"", LOC, (57,64)), Entity(""Wohnkolonie"", LOC, (65,76)), Entity(""Haggenhalde"", LOC, (77,88)), Entity(""Typ"", LOC, (89,92)), Entity(""M3/4"", LOC, (93,97)), Entity(""Haus"", LOC, (98,102)), Entity(""Garagen,"", LOC, (109,117)), Entity(""Trafostat.;"", LOC, (118,129)), Entity(""der"", PER, (153,156))]","[Entity(""Bruggen St. Gallen"", LOC, (45,63))]"
Projekt zur Gestaltung des Hausgartens von Herrn Dir. H. Straub Spinnerei Langnau (auszuführend. Teil),0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Gestaltung"", LOC, (12,22)), Entity(""Hausgartens"", LOC, (27,38)), Entity(""Herrn"", LOC, (43,48)), Entity(""Dir."", LOC, (49,53)), Entity(""H."", LOC, (54,56))]","[Entity(""Herrn Dir. H. Straub"", PER, (43,63)), Entity(""Langnau"", LOC, (74,81))]"
Sous les Curnilles Chardonne; öffentlicher Ruheplatz,0.0,{'LOC': 0.0},"[Entity(""Sous"", LOC, (0,4))]",[]
Ehrenfriedhof bei der Kapalle des zweiten Städtischen Friedhofes Berlin-Schöneberg,0.0,{'LOC': 0.0},"[Entity(""bei"", LOC, (14,17)), Entity(""der"", LOC, (18,21)), Entity(""des"", LOC, (30,33)), Entity(""zweiten"", LOC, (34,41))]","[Entity(""Berlin-Schöneberg"", LOC, (65,82))]"
Pfirsichgarten Trunkhahn Badeanlage,,{},[],[]
Stadtpark Rüstringen,0.0,{'LOC': 0.0},[],"[Entity(""Rüstringen"", LOC, (10,20))]"
Landsitz Ury Grunewald,0.0,{'LOC': 0.0},[],"[Entity(""Grunewald"", LOC, (13,22))]"
Kemler Mitlödi Vorschlag E,,{},[],[]
Friedhof Glarus Südwestliches Gräberfeld Urnenmauer ,0.0,{'LOC': 0.0},[],"[Entity(""Glarus"", LOC, (9,15))]"
"Jardin de Monsieur Henri Bragard, Variante 1  M 1:100",0.0,{'PER': 0.0},"[Entity(""de"", PER, (7,9))]","[Entity(""Jardin de Monsieur Henri Bragard"", PER, (0,32))]"
Bocciabahn Landhaus Feusi Glarus im Büel 1:10 / 1:20,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""Feusi"", PER, (20,25)), Entity(""Glarus"", LOC, (26,32))]"
Garten Major Zweifel-Kuhn - Netstal,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""Major Zweifel-Kuhn"", PER, (7,25)), Entity(""Netstal"", LOC, (28,35))]"
Thomi + Franck AG Basel Neues Verwaltungsgebäude ,0.0,{'PER': 0.0},"[Entity(""+"", PER, (6,7))]",[]
Haus Wanner-Burkhalter Basel im Sesselacker 60 Der Garten Masstab: 1:100,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""Wanner-Burkhalter"", PER, (5,22)), Entity(""Basel"", LOC, (23,28))]"
Grenchen Friedhoferweiterung Geländeschnitte 1:200,0.0,{'LOC': 0.0},[],"[Entity(""Grenchen"", LOC, (0,8))]"
Marktplatz Grenchen Bepflanzungsvorschlag 1.250,0.0,{'LOC': 0.0},[],"[Entity(""Grenchen"", LOC, (11,19))]"
Gartentor,,{},[],[]
Quartierplatz Wyden Gemeinde Nunningen Vorentwurf zur Umänderung Mst. 1:100,0.0,{'LOC': 0.0},"[Entity(""Quartierplatz"", LOC, (0,13))]","[Entity(""Nunningen"", LOC, (29,38))]"
Landhaus des Herrn Forter-Gleyre Garten M:1:100 Vorschlag A,0.0,{'PER': 0.0},[],"[Entity(""Herrn Forter-Gleyre"", PER, (13,32))]"
Garten Dr. Meisel Riehen Masstab: 1:100,0.0,{'PER': 0.0},[],"[Entity(""Dr. Meisel Riehen"", PER, (7,24))]"
Situation 1:500 Grün 80,,{},[],[]
Gemeinde Münchenstein Kirchhoferweiterung Querschnitte 1:100,0.0,{'LOC': 0.0},[],"[Entity(""Münchenstein"", LOC, (9,21))]"
Grünanlage Dreispitz Sanierung Spülweiher Reinacherstrasse Einfriedung der Schächte in der nördlichen Ecke des Spülweihers Mst. 1:10,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""der"", PER, (71,74)), Entity(""des"", PER, (107,110))]","[Entity(""Reinacherstrasse"", LOC, (42,58))]"
Jardin de Mr Nicolas Hasson Boulevard Léon Gambetta Mulhouse echelle: 1:100 Korrigierte Fassung,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Jardin"", LOC, (0,6)), Entity(""de"", PER, (7,9))]","[Entity(""Jardin de Mr Nicolas Hasson"", PER, (0,27))]"
Friedhoferweiterung Engelberg Lageplan 1:200,,{},[],[]
"Bibliothek der GGG Basel, Neuweilerstrasse 67 Vorschlag Bepflanzung Vorgarten 1:50",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Bibliothek"", LOC, (0,10)), Entity(""der"", PER, (11,14))]","[Entity(""Basel"", LOC, (19,24))]"
Volksgarten Wettbewerb Parkanlage Holderstüdeli Situation 1:200,,{},[],[]
n/A,0.0,{'LOC': 0.0},"[Entity(""n/A"", LOC, (0,3))]",[]
F. Spälti Villa Hochwart Glarus Erneuerung des Gartens 1:100,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Spälti"", LOC, (3,9))]","[Entity(""F. Spälti"", PER, (0,9)), Entity(""Glarus"", LOC, (25,31))]"
M.Rene Haessler Soultzbach Wohngarten-Lageplan 1:50,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""M.Rene Haessler"", PER, (0,15)), Entity(""Soultzbach"", LOC, (16,26))]"
"Doppelmehrfamilienhaus ""Kipfe"" Glarus Der Garten Masstab: 1:100",0.0,{'LOC': 0.0},[],"[Entity(""Glarus"", LOC, (31,37))]"
Garten Fabrikant Ferber Zürich 7 Masstab: 1:100,0.0,{'LOC': 0.0},[],"[Entity(""Zürich"", LOC, (24,30))]"
Garten C Sonderpläne,,{},[],[]
Garten C Massenberechnungen,,{},[],[]
Gartenanlage Chalet-Neubau Therma AG Schwanden 1:200,,{},[],[]
Altersheim Glarus Vorschlag zur Gestaltung der Gartenanlage 1:100,0.0,{'LOC': 0.0},[],"[Entity(""Glarus"", LOC, (11,17))]"
Basler Kunstverein Gartenhof Steinenberg 7 Variante,,{},[],[]
Wohnhaus Schwörstadterstrasse Basel Gartengestaltung M: 1:100 Vorschlag A,0.0,{'LOC': 0.0},[],"[Entity(""Schwörstadterstrasse Basel"", LOC, (9,35))]"
Jardin Rinck Mulhouse 1:100 Vorschlag 2,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""Rinck"", PER, (7,12)), Entity(""Mulhouse"", LOC, (13,21))]"
Hausgarten Büsser ,0.0,{'PER': 0.0},[],"[Entity(""Büsser"", PER, (11,17))]"
Garten Mercier-Rothweiler Glarus Zaunplatz,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""Mercier-Rothweiler"", PER, (7,25)), Entity(""Glarus"", LOC, (26,32))]"
Friedhof Glarus östliche Hälfte Vorschlag einer zeitgemässen Gestaltung,0.0,{'LOC': 0.0},[],"[Entity(""Glarus"", LOC, (9,15))]"
Graeter + Cie Birsfelden Grünstreifen M 1:100 Detail A,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Graeter"", LOC, (0,7)), Entity(""+"", PER, (8,9))]",[]
Aarburg Wettbewerb Friedhofneubau Lageplan 1:200,0.0,{'LOC': 0.0},[],"[Entity(""Aarburg"", LOC, (0,7))]"
n/A,0.0,{'LOC': 0.0},"[Entity(""n/A"", LOC, (0,3))]",[]
J. Henzler Allschwil Bepflanzungsplan 1:100,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""J. Henzler"", PER, (0,10)), Entity(""Allschwil"", LOC, (11,20))]"
Bell AG Basel Betonplatten 1:20,,{},[],[]
Garten des Herrn Zubler Obertorweg 24 2. Vorschlag M. 1:50,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Garten"", LOC, (0,6))]","[Entity(""Herrn Zubler"", PER, (11,23)), Entity(""Obertorweg"", LOC, (24,34))]"
Garten des Herrn Direktor Joseph Simsa Riburg-Möhlin Masstab: 1:100 Zweiter Vorschlag,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""Herrn Direktor Joseph Simsa"", PER, (11,38)), Entity(""Riburg-Möhlin"", LOC, (39,52))]"
"Haus ""Im Obstgarten""  Skizze des alten Zustandes",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""""Im"", PER, (5,8)), Entity(""des"", LOC, (29,32)), Entity(""alten"", LOC, (33,38))]",[]
Spital Grenchen Gartenplan M: 1:200,0.0,{'LOC': 0.0},[],"[Entity(""Grenchen"", LOC, (7,15))]"
Kath. Kirchhof Rapperswil Vorschlag zur Ausgestaltung Neubelegung 1:100,0.0,{'LOC': 0.0},"[Entity(""Kath."", LOC, (0,5)), Entity(""Kirchhof"", LOC, (6,14))]","[Entity(""Rapperswil"", LOC, (15,25))]"
Volksgarten Netstal ,0.0,{'LOC': 0.0},[],"[Entity(""Netstal"", LOC, (12,19))]"
Rosen u. Stauden-Garten zu Haus Direktor Meier Glattfelden,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Rosen"", LOC, (0,5)), Entity(""u."", PER, (6,8)), Entity(""zu"", LOC, (24,26))]","[Entity(""Haus Direktor Meier"", PER, (27,46)), Entity(""Glattfelden"", LOC, (47,58))]"
J. Helfer Riedisheim Gartenplan 1:50,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""J. Helfer"", PER, (0,9)), Entity(""Riedisheim"", LOC, (10,20))]"
Landgut Mappach Lageplan 1:100,,{},[],[]
A.T. Gestaltung des Atriums M. 1:25 Vorschlag E,0.0,{'LOC': 0.0},"[Entity(""A.T."", LOC, (0,4))]",[]
Cilla AG. Basel Wohnhäuser Rainaallee Riehen Gärtnerische Umgebungsarbeiten Masstab 1:100,0.0,{'LOC': 0.0},[],"[Entity(""Basel"", LOC, (10,15))]"
Garten des Herrn Ingenieur Fritz Jacober Glarus Burgstrasse Masstab: 1:50,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""des"", PER, (7,10))]","[Entity(""Herrn Ingenieur Fritz Jacober"", PER, (11,40)), Entity(""Glarus"", LOC, (41,47))]"
"Vorgarten und Rabatten am Hause J. T. Boemlé, Architekt  - Mulhouse  Lamartine Masstab 1:50",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Vorgarten"", LOC, (0,9)), Entity(""und"", PER, (10,13)), Entity(""Rabatten"", LOC, (14,22)), Entity(""am"", PER, (23,25)), Entity(""J."", LOC, (32,34)), Entity(""T."", LOC, (35,37)), Entity(""Boemlé,"", LOC, (38,45)), Entity(""Architekt"", LOC, (46,55)), Entity(""-"", PER, (57,58))]","[Entity(""J. T. Boemlé"", PER, (32,44)), Entity(""Mulhouse"", LOC, (59,67))]"
Garten Dr. Sporn Masstab: 1:100 Vorschlag C,0.0,{'PER': 0.0},[],"[Entity(""Dr. Sporn"", PER, (7,16))]"
